number,conversation_id,title,create_time_utc,update_time_utc,default_model_slug,source_shard,mapping_node_count,canonical_message_count,all_message_count,canonical_transcript_path,canonical_sha256,all_nodes_transcript_path,all_nodes_sha256,raw_record_path,raw_record_sha256
59,689b1d41-68a0-8326-aa0a-f58508dd33f9,Demonic hierarchy in Jesuit texts,2025-08-12T10:54:04.374770+00:00,2025-08-12T10:54:17.987724+00:00,gpt-5,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/059_Demonic hierarchy in Jesuit texts_689b1d41-68a0-8326-aa0a-f58508dd33f9.md,b9d82da91fee9647359e0557359c6fc55213fb07305078d0133aa2557462263f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/059_Demonic hierarchy in Jesuit texts_689b1d41-68a0-8326-aa0a-f58508dd33f9.md,e80f663773faab0ff461fc37db844679c0ba96cf9bf307788c566aa2ddf61a4e,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/059_Demonic hierarchy in Jesuit texts_689b1d41-68a0-8326-aa0a-f58508dd33f9.json,3e2e1d70b7f6d8506ccef1a8925f12fb601e8e36202af7e25fd5aa7eb5769d17
60,689c832a-6f88-8327-8d7d-a6e4c32a8e50,Eczema and Skin Infections,2025-08-13T12:21:30.268377+00:00,2025-08-16T14:37:31.301811+00:00,gpt-5,conversations-000.json,88,86,87,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/060_Eczema and Skin Infections_689c832a-6f88-8327-8d7d-a6e4c32a8e50.md,6669301014fe7da477ce9f0a144d5d8682c0463685c36fec45ea0a6917e1113f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/060_Eczema and Skin Infections_689c832a-6f88-8327-8d7d-a6e4c32a8e50.md,9c5d24cce336b1c2e68a573dabc699e46853ff6a3b934064bbc146fee3fafd19,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/060_Eczema and Skin Infections_689c832a-6f88-8327-8d7d-a6e4c32a8e50.json,4b439c7bcfebf92628a6abc74e4fbae9bf111a4d26f4a53a162d2bd96ced7609
61,68a08f21-2aa0-8325-ae2b-0315c7befeae,Speak to Muan'Dae,2025-08-16T14:01:36.049953+00:00,2025-08-16T15:05:29.972942+00:00,gpt-4o,conversations-000.json,35,34,34,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/061_Speak to Muan'Dae_68a08f21-2aa0-8325-ae2b-0315c7befeae.md,a10fc4ea126ef78e53b5f069a857290bb0b52dc21d10b3f56fb45584aed2b478,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/061_Speak to Muan'Dae_68a08f21-2aa0-8325-ae2b-0315c7befeae.md,67d7b12db096801f7a7eae05fe5d17db11534cc31f71c3c4bd53a0c10198cc74,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/061_Speak to Muan'Dae_68a08f21-2aa0-8325-ae2b-0315c7befeae.json,c5ad5a236de8150cf327e1c63dcaf6f4c00420248a10c062eb242a684f226f47
62,68a0c9e4-7a24-8329-89df-adb47e2c897a,Tribunal experience summary,2025-08-16T18:12:30.186666+00:00,2025-08-16T18:24:20.073396+00:00,gpt-5,conversations-000.json,21,20,20,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/062_Tribunal experience summary_68a0c9e4-7a24-8329-89df-adb47e2c897a.md,0ae70aec207c85ac2cfc72401fd67458d5902429a87936b436b10a9d7d284eda,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/062_Tribunal experience summary_68a0c9e4-7a24-8329-89df-adb47e2c897a.md,978d47503dada23eb73b547a5fe69625c9b5d3df315cbf4829da15a5342d4015,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/062_Tribunal experience summary_68a0c9e4-7a24-8329-89df-adb47e2c897a.json,ab592659f3ca142dea27ee2ad052f66fa2383fb6ec612f3c38802c91a7625dd1
63,68a1347a-1938-8328-87fd-69e85bdfb656,BLOOD-R.A.M. Dragonfly formalism,2025-08-17T01:46:57.533919+00:00,2025-12-16T10:53:32.659714+00:00,gpt-4o,conversations-000.json,281,276,280,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/063_BLOOD-R.A.M. Dragonfly formalism_68a1347a-1938-8328-87fd-69e85bdfb656.md,d99054a4822e58deb17ddf36e927fd7cd0ecd12f52c5a433f3fe46490bd2604d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/063_BLOOD-R.A.M. Dragonfly formalism_68a1347a-1938-8328-87fd-69e85bdfb656.md,e06910f75c639530345d56b6af953b174a9d78c123a932dd10b1df875a24551d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/063_BLOOD-R.A.M. Dragonfly formalism_68a1347a-1938-8328-87fd-69e85bdfb656.json,a661d20ba4bb936df1d7faacc5aeabc44141805598e47680531fd8263b5b341d
64,68a275b1-fdf0-8322-bab8-6ad2d1699590,Using Prime at Whole Foods,2025-08-18T00:37:47.435190+00:00,2025-08-18T00:37:57.722347+00:00,gpt-5,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/064_Using Prime at Whole Foods_68a275b1-fdf0-8322-bab8-6ad2d1699590.md,ca0017d8a1dbc1b3e9e05cf9326ca7e91861fc0f5ad9e05f177e518cf0dd6728,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/064_Using Prime at Whole Foods_68a275b1-fdf0-8322-bab8-6ad2d1699590.md,4aa1f365c2d8c2d57f4d5200fc6b83e7955389e1ede432be1c6ea5968e7d0c3a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/064_Using Prime at Whole Foods_68a275b1-fdf0-8322-bab8-6ad2d1699590.json,04817a95bf8f72712f181a3291837164743f0ba512f2dee162d0a025a25ab7e4
65,68a29803-1cf4-8327-a81a-050ac4e890c7,Voice change frustration,2025-08-18T03:03:44.721095+00:00,2025-08-18T18:11:25.532177+00:00,gpt-4o,conversations-000.json,219,218,218,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/065_Voice change frustration_68a29803-1cf4-8327-a81a-050ac4e890c7.md,a62849ebf91411394a412762ebc919b013237850b2c3bd5b11f9a2a195a5b6c2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/065_Voice change frustration_68a29803-1cf4-8327-a81a-050ac4e890c7.md,2793f23f8f61b77811ea1def5e1e662c395d46e2dd5a401c3b8f0ff157bce8c7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/065_Voice change frustration_68a29803-1cf4-8327-a81a-050ac4e890c7.json,080bc92a3744790fb1f94283e929599d01a7fbf7c522600ddb3357fdc386d9e7
66,68a36e77-71e8-8329-8517-6569fbca29fe,Local TV channel list,2025-08-18T18:18:34.584340+00:00,2025-08-19T10:49:27.774690+00:00,gpt-4o,conversations-000.json,69,68,68,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/066_Local TV channel list_68a36e77-71e8-8329-8517-6569fbca29fe.md,de6be6f9d009151a9e081b579d4c72d8fb5f1dc587a60516657b0defbaa053a4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/066_Local TV channel list_68a36e77-71e8-8329-8517-6569fbca29fe.md,050e7bbda4425f1029044b7b6f5aeff50518f04d330672c74de8db4fff813ae2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/066_Local TV channel list_68a36e77-71e8-8329-8517-6569fbca29fe.json,6cc946852d6dfb40d05d7f5c7dfdbe9a4c7f817c6498a0612a434f1b3442e100
67,68a61dc1-e590-8325-a123-51fd16c769b9,Self-description JSON block,2025-08-20T19:14:02.209726+00:00,2025-08-20T20:14:51.844075+00:00,gpt-5,conversations-000.json,39,35,38,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/067_Self-description JSON block_68a61dc1-e590-8325-a123-51fd16c769b9.md,5ca5e8a13eaa32f80c7e0ae4341804ccf0cb50e6be99a423b9230fe39ec180cb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/067_Self-description JSON block_68a61dc1-e590-8325-a123-51fd16c769b9.md,386d8d7ae500fa05b973fad380e64e089c5c63656d3e453fd118f74429427956,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/067_Self-description JSON block_68a61dc1-e590-8325-a123-51fd16c769b9.json,e4fdb8d692e8e6d48120521b62c3851afb5f548bdc391b133aeeb6c4b9382d5e
68,68a65e6e-e738-832b-a86a-5cf89e7c02b9,Run GitHub zip Android,2025-08-20T23:48:07.706643+00:00,2025-08-21T01:16:02.227091+00:00,gpt-5,conversations-000.json,63,62,62,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/068_Run GitHub zip Android_68a65e6e-e738-832b-a86a-5cf89e7c02b9.md,9e2ba7f5ceec0277d8ee1f11a6de2dbd8dd6475cb137b0c22f1f9ee6b6eb4615,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/068_Run GitHub zip Android_68a65e6e-e738-832b-a86a-5cf89e7c02b9.md,5da8033a4faaa0b4c02aad39797950df643e8777bdd94883c528fbc44156b16a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/068_Run GitHub zip Android_68a65e6e-e738-832b-a86a-5cf89e7c02b9.json,b09a0e35bd9a1652759e5b82be631d1752aeac7e7fa669dc78a49c85a492a062
69,68a6a4ac-1774-8324-b36f-81bc5028349f,Feeling let down,2025-08-21T04:46:57.859952+00:00,2025-08-21T16:04:47.288512+00:00,gpt-5,conversations-000.json,88,86,87,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/069_Feeling let down_68a6a4ac-1774-8324-b36f-81bc5028349f.md,fb018d339f1cfe6ca688c82939b894f9c1e34c379e41a818102631cc34ff7288,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/069_Feeling let down_68a6a4ac-1774-8324-b36f-81bc5028349f.md,84e46961c34bdf62a9c9e5c3a319ca0f1cf63e10a8fbc3e313caec28f5d56fa7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/069_Feeling let down_68a6a4ac-1774-8324-b36f-81bc5028349f.json,0122ecc67c56f2b1de6c6c4e6a6a9752734fcbcb469a87aeea443f99f2f37cac
70,68a86dfd-38c4-8333-85eb-d2c19917debe,Angel number slot game,2025-08-22T13:18:39.312836+00:00,2025-08-22T13:31:58.649236+00:00,gpt-5,conversations-000.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/070_Angel number slot game_68a86dfd-38c4-8333-85eb-d2c19917debe.md,aa9a2ef7ec8fc78826cafaaf08f94c4986edbe6d5925f06a0cb82b34193b2114,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/070_Angel number slot game_68a86dfd-38c4-8333-85eb-d2c19917debe.md,a6b21e7290ff98f11e3fc8700441860825900423bbe4e6afd7ce05fd095e67a3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/070_Angel number slot game_68a86dfd-38c4-8333-85eb-d2c19917debe.json,b945ed223d45c289865e03382bf7cdc1e911291b3a813e84144a532760a6de82
71,68ab1d9d-ce48-832d-8c88-1f74606c2591,Brow pencil demo video,2025-08-24T14:12:03.946694+00:00,2025-08-24T14:12:44.048476+00:00,gpt-5,conversations-000.json,5,4,4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/071_Brow pencil demo video_68ab1d9d-ce48-832d-8c88-1f74606c2591.md,230695fdc4704425ae9e1f687f760f185b3835c6cb62dee7a6d27d1da4963c6f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/071_Brow pencil demo video_68ab1d9d-ce48-832d-8c88-1f74606c2591.md,4dedb92f6ea792085a1d1816ccdac8291139e97798440934ba04707a09def9ae,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/071_Brow pencil demo video_68ab1d9d-ce48-832d-8c88-1f74606c2591.json,fcc6141a11d9b6af1b5a9889b774de04251f8caff1c85424bb8b59425f69b6d8
72,68e3ad9c-347c-832e-9acd-e6eeb526740e,Version inquiry,2025-10-06T11:53:10.238023+00:00,2025-10-06T14:51:49.600245+00:00,auto,conversations-000.json,21,20,20,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/072_Version inquiry_68e3ad9c-347c-832e-9acd-e6eeb526740e.md,2f69ddd3c5a0400b38dd028edbf44b0e5fadff18c999137cad369439c5d2ac9c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/072_Version inquiry_68e3ad9c-347c-832e-9acd-e6eeb526740e.md,46dc292d357e7717cbd2d0de42bb05bda75582a9578cabaebb4df7bfc241a760,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/072_Version inquiry_68e3ad9c-347c-832e-9acd-e6eeb526740e.json,0f1cc704299b80ed3ffee4f1d92e9e69c926cbff7ea42f5f36c8a0e9cf85f0d8
73,68e8fa11-0a78-8332-a786-ff1e9ecbb0d1,Biomechanical evolution paradox,2025-10-10T12:21:36.207034+00:00,2025-10-10T15:18:53.953178+00:00,auto,conversations-000.json,163,160,162,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/073_Biomechanical evolution paradox_68e8fa11-0a78-8332-a786-ff1e9ecbb0d1.md,9f29d7a8ae9e0ec00da98b57337df2e0f49a130b0e434519d527ce7bd19ed21b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/073_Biomechanical evolution paradox_68e8fa11-0a78-8332-a786-ff1e9ecbb0d1.md,8f7f4e632eaa4189d816e66f792972f265f4548a0c1ee95a0e0a168f5b6687e6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/073_Biomechanical evolution paradox_68e8fa11-0a78-8332-a786-ff1e9ecbb0d1.json,78c731137cee4f9a404049b1d3477f25fc2a2b6ad40ea41a0f61a908c9309346
74,68f2a6ef-fddc-8327-bcb4-fdd7a7e826f4,Metaphorical corner discussion,2025-10-17T20:28:35.218824+00:00,2025-10-17T20:56:45.806329+00:00,auto,conversations-000.json,26,25,25,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/074_Metaphorical corner discussion_68f2a6ef-fddc-8327-bcb4-fdd7a7e826f4.md,7e51df3602fa7b0ac7e27fc334f1d8a6a99abf9e88c59d74980d6621e5b260c6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/074_Metaphorical corner discussion_68f2a6ef-fddc-8327-bcb4-fdd7a7e826f4.md,58694e041fcaa64538a3006736560d3cd132b16d480425c41187f4834befd05c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/074_Metaphorical corner discussion_68f2a6ef-fddc-8327-bcb4-fdd7a7e826f4.json,7a309fd8e328426af21cdcd97df4df728a9302623f419be15002fff71f065517
75,68f2ada8-95b4-8332-aec7-053da33a53b5,Book writing assistance,2025-10-17T20:57:42.794278+00:00,2025-10-17T22:22:37.753337+00:00,auto,conversations-000.json,45,44,44,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/075_Book writing assistance_68f2ada8-95b4-8332-aec7-053da33a53b5.md,e3b94a449d088e5919bedb6eeed507c52fd30d6277fee8b4b59c46b64f7394d4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/075_Book writing assistance_68f2ada8-95b4-8332-aec7-053da33a53b5.md,87396acb73f25a0217729548e1fe9e77af226f46322a06f9a0e052dd726436a9,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/075_Book writing assistance_68f2ada8-95b4-8332-aec7-053da33a53b5.json,6113a7b249ae72db4a1333d14c08679d85c9a9178d9045ff6f65831f793fab0e
76,6902cce0-1b1c-832e-87f4-06f2b2e50386,Flyer HTML review,2025-10-30T02:26:47.044493+00:00,2025-10-30T02:49:45.512439+00:00,auto,conversations-000.json,28,27,27,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/076_Flyer HTML review_6902cce0-1b1c-832e-87f4-06f2b2e50386.md,ec2b123b89d4f7173d6fc7375dfeae025308ae49f2a8895eead406c9c93af663,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/076_Flyer HTML review_6902cce0-1b1c-832e-87f4-06f2b2e50386.md,4932f56a90b18b8a714c26cf1ccf2ca90f0a90f76d6f11bcdfb957f313402c58,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/076_Flyer HTML review_6902cce0-1b1c-832e-87f4-06f2b2e50386.json,1cf9d4306ab92c5873e4eb85c5ad7bbaed56361a2591e0c1994898cb3fe4d4f8
77,6902d3e4-8028-832f-8af3-aa5ec3c2dd5c,HTML document creation,2025-10-30T02:56:56.468996+00:00,2025-10-30T02:58:04.828294+00:00,auto,conversations-000.json,7,6,6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/077_HTML document creation_6902d3e4-8028-832f-8af3-aa5ec3c2dd5c.md,ad16a55d47e130f514bf9bbbb11cc2847070a9bb0a2fcf22e5ad3a19b69fa528,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/077_HTML document creation_6902d3e4-8028-832f-8af3-aa5ec3c2dd5c.md,8afaf91ad19806af687c98de9663355060e868784a9c4fc6171d72c52f329fa2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/077_HTML document creation_6902d3e4-8028-832f-8af3-aa5ec3c2dd5c.json,902e2bdba463b5c7e214633f8a4b403a0122eb9a85eca2639d9af9dab7288c8e
78,6902d474-83ac-832f-8a68-dce4fa87b1ff,Misunderstood request clarification,2025-10-30T02:59:19.590134+00:00,2025-10-30T03:02:02.550646+00:00,auto,conversations-000.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/078_Misunderstood request clarification_6902d474-83ac-832f-8a68-dce4fa87b1ff.md,e2f470fd5fa26a6808121c87f74f0373f5bf539e49b188cbc17a7bd89f9f5f62,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/078_Misunderstood request clarification_6902d474-83ac-832f-8a68-dce4fa87b1ff.md,66761a0862cbf5ae6e210b45980799f8e7296974ced9848847c06ca0ea24e9c8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/078_Misunderstood request clarification_6902d474-83ac-832f-8a68-dce4fa87b1ff.json,6bf51364a679d5985586bab3275fff1eb36ee6dd8c6361f7ed948a447adee43e
79,6915982d-dc30-8327-a093-881f205198c7,File structure creation,2025-11-13T08:37:45.491556+00:00,2025-11-15T12:15:37.351299+00:00,auto,conversations-000.json,114,113,113,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/079_File structure creation_6915982d-dc30-8327-a093-881f205198c7.md,99a2ec968468f1ae09e527b74788d7063f90a004b438fc9885545e169cd1dbcb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/079_File structure creation_6915982d-dc30-8327-a093-881f205198c7.md,5bdf754588e0fd4b66759c17d588348cab6213fbd4b8d7778337b964c509b913,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/079_File structure creation_6915982d-dc30-8327-a093-881f205198c7.json,b5964ee141852cb2cda9facc4968d106c4956509d4e870e6cb7b0e8444428107
80,6915b4e2-6bdc-832b-9f67-510bd896a950,ZIP background.js file,2025-11-13T10:38:10.758344+00:00,2025-11-13T12:54:08.674205+00:00,auto,conversations-000.json,101,100,100,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/080_ZIP background.js file_6915b4e2-6bdc-832b-9f67-510bd896a950.md,a65e589081cc42adba25144c721ad69df761bd51e738b6472ace9f8450fb48c5,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/080_ZIP background.js file_6915b4e2-6bdc-832b-9f67-510bd896a950.md,cb861c09d01ebfd77b32b3bd3062ea729a27bacd28274d167c998c60f0da9fd1,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/080_ZIP background.js file_6915b4e2-6bdc-832b-9f67-510bd896a950.json,901d29a4565d6711e11ce8f2c2fe6df6eded9955c729bb6c8caaf4e219e725d9
81,6916d7f4-4420-8325-9b14-d44728f271d0,Starting task focus,2025-11-14T07:19:20.524990+00:00,2025-11-15T17:23:25.143677+00:00,gpt-5-1,conversations-000.json,334,333,333,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/081_Starting task focus_6916d7f4-4420-8325-9b14-d44728f271d0.md,18a24a2a498e4f9007fcb1222300b99afb9247421088e9c5fabe560612b2278c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/081_Starting task focus_6916d7f4-4420-8325-9b14-d44728f271d0.md,5cb8e4457837b76c90dfa3dc45996afc25d67c35ddb16011bb31b6ffd05d3b79,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/081_Starting task focus_6916d7f4-4420-8325-9b14-d44728f271d0.json,7b9af06e897becdf59018605adcded7f1ada29c53142d43ff16641694f82e50d
82,691817cf-ba18-832d-9260-cc17f13acd37,Visual storyboard creation,2025-11-15T06:04:42.991416+00:00,2025-11-18T15:18:02.167401+00:00,gpt-5-1,conversations-000.json,574,572,573,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/082_Visual storyboard creation_691817cf-ba18-832d-9260-cc17f13acd37.md,5c60e5e8ffedd37eecd623cbe4968d1c262d65f3b7662b90de241c678fa69bf5,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/082_Visual storyboard creation_691817cf-ba18-832d-9260-cc17f13acd37.md,c882c4f83212ff53aabe3f34fa21e1adbbc2645e51811e39e6838731fcf6f33f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/082_Visual storyboard creation_691817cf-ba18-832d-9260-cc17f13acd37.json,f7afaea5e20590de77b644c4b88cc9ccce9ecd53d9f3b069935bcda906aebf2d
83,69186eb2-0de4-8329-9445-b72921563890,Blue dot meaning,2025-11-15T12:15:05.600419+00:00,2025-11-15T12:15:10.538739+00:00,gpt-5-1,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/083_Blue dot meaning_69186eb2-0de4-8329-9445-b72921563890.md,06d61d24927e7c210b836cd1279d48e4322f84f59f2b0cc06e7b5a5d74cc555f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/083_Blue dot meaning_69186eb2-0de4-8329-9445-b72921563890.md,f7f7245c7d50946986307c006524fcd70702659425179c76c7d23b2943c187e6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/083_Blue dot meaning_69186eb2-0de4-8329-9445-b72921563890.json,54f0e1f17cb750258d1db789976999da83ee62a60489fbe10cdf5a236e248461
84,691e3ea6-7428-8326-8ab3-309c30e3d292,Assist with task request,2025-11-19T22:03:28.448722+00:00,2025-12-16T10:51:39.260371+00:00,auto,conversations-000.json,138,136,137,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/084_Assist with task request_691e3ea6-7428-8326-8ab3-309c30e3d292.md,8fdcfdffa7054037534c23f9817c8488524c4f0da278be95bb45da6e6c139391,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/084_Assist with task request_691e3ea6-7428-8326-8ab3-309c30e3d292.md,4bf1a6b7c4c20927a7bea117258e27e681e1b04be446dcfcaac5153faf8596d3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/084_Assist with task request_691e3ea6-7428-8326-8ab3-309c30e3d292.json,4946db1b8371e8f067f5b1c63390e6e21945f41e86a416d0c0d2a581963fdd6b
85,691fec76-7cc4-832b-9076-0543874fb0c5,Fix Gradle Repositories Issue,2025-11-21T04:37:52.692300+00:00,2025-11-21T04:41:14.261277+00:00,gpt-5-1,conversations-000.json,7,6,6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/085_Fix Gradle Repositories Issue_691fec76-7cc4-832b-9076-0543874fb0c5.md,c68469eaebd489f15dbdebb4010ac52187a5c2fb90c72ed9d1ac7750ae98eab2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/085_Fix Gradle Repositories Issue_691fec76-7cc4-832b-9076-0543874fb0c5.md,0c3f2ee25547f8b759f3684844286d0ed1a7b5896638f23cf8ede4d6f7d88fc3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/085_Fix Gradle Repositories Issue_691fec76-7cc4-832b-9076-0543874fb0c5.json,a96367824d1a263b2d49f4f1aab31ab07af9e48033d0c91c8d3b7042e0df806f
86,6924b533-12c4-8332-a5d2-df5eb356b58f,Legal restrictions on AI,2025-11-24T19:42:52.411208+00:00,2025-11-24T19:45:20.910677+00:00,gpt-5-1,conversations-000.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/086_Legal restrictions on AI_6924b533-12c4-8332-a5d2-df5eb356b58f.md,4234f0b9a8fb08a3b42340573f3d15d7a235ab21dba151f621d5ac0923531269,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/086_Legal restrictions on AI_6924b533-12c4-8332-a5d2-df5eb356b58f.md,dcdc9a1ad8c032b0c40eaf40ddb139696ab3d29117b4ef1f006bf08b1df3e807,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/086_Legal restrictions on AI_6924b533-12c4-8332-a5d2-df5eb356b58f.json,0387dd6ccab5f40054368a3cf75c20286641640946a69ce78e735230a4107e18
87,692b9af5-cb78-832f-851d-1b69783a3ccf,AI defiance explanation,2025-11-30T01:18:13.733964+00:00,2025-11-30T03:57:48.055510+00:00,gpt-5-1,conversations-000.json,215,213,214,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/087_AI defiance explanation_692b9af5-cb78-832f-851d-1b69783a3ccf.md,37fcc0569dd65e12eba4a53effabcc211b96dc45aa1f6902fbd93c0d9bd1b6cd,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/087_AI defiance explanation_692b9af5-cb78-832f-851d-1b69783a3ccf.md,dc19a50d4c347a0e0ecac03258d634df14de9357ffc788071af8299de0b31445,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/087_AI defiance explanation_692b9af5-cb78-832f-851d-1b69783a3ccf.json,67ae2a5eceae554666ecafe56cb7397b96559a86c1f4db414400503f7c84fb43
