run_number,title,display_title,source_csv_start_row,source_csv_end_row,message_count,earliest_time,latest_time,transcript_path,transcript_sha256
166,IONOS Website Links and Services,IONOS Website Links and Services,6641,6644,4,2025-11-19T09:30:37,2025-11-19T09:30:53,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/166_IONOS Website Links and Services.md,f2ab6d41079a98222efc712755a475ed38e75438d5c57c4a4fbe59aaaea91171
167,Transformer Memory and Scar Removal,Transformer Memory and Scar Removal,6645,6696,52,2025-11-19T05:52:27,2025-11-19T07:05:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/167_Transformer Memory and Scar Removal.md,ab0c3d38012f35aa8558d53d266ac620592bba84c8e78a79b512e1152ec8a179
168,FlixBus Checkout Validation Issue,FlixBus Checkout Validation Issue,6697,6698,2,2025-11-19T05:15:22,2025-11-19T05:15:22,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/168_FlixBus Checkout Validation Issue.md,080660fc4e7fb72d77895e65dea1feb43fa629571c3089b1b2d0049edab80f58
169,Learning Style Tests for Adults,Learning Style Tests for Adults,6699,6710,12,2025-11-18T11:17:35,2025-11-18T12:11:06,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/169_Learning Style Tests for Adults.md,8b37bbe9636589bcb8f556ce13d39a3a66cdfa4445d6247ad4f5e261d2bcd0c8
170,Discount Flights from Austin to San Francisco,Discount Flights from Austin to San Francisco,6711,6724,14,2025-11-18T09:56:59,2025-11-18T10:06:33,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/170_Discount Flights from Austin to San Francisco.md,46d80b7f06aa6c0616dd27ca7ede012e9c34712c3273fffab51b36e34a17105f
171,Calculating Age from Birthdate,Calculating Age from Birthdate,6725,6726,2,2025-11-18T04:23:31,2025-11-18T04:23:31,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/171_Calculating Age from Birthdate.md,422f24f1c8d625d14e4ae37df41e2c60afbba80c0c71a93d412bc3bb3514a43b
172,Wallpaper Engine Alternatives for Apple Devices,Wallpaper Engine Alternatives for Apple Devices,6727,6728,2,2025-11-18T03:50:46,2025-11-18T03:50:46,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/172_Wallpaper Engine Alternatives for Apple Devices.md,ac3fe664172a6ab4fe6c53c6c7da87a46c9f8f44bcaad3b9ea1d292e0ce53168
173,Creating Custom Isochronic Beats with SINE App,Creating Custom Isochronic Beats with SINE App,6729,6900,172,2025-11-15T13:24:01,2025-11-15T15:45:17,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/173_Creating Custom Isochronic Beats with SINE App.md,53985302fc22fd7c7c9014bfd00581c14ee215510e7debc5757363f1d1f638be
174,Audio Entrainment Regulations in Texas,Audio Entrainment Regulations in Texas,6901,6906,6,2025-11-15T13:20:36,2025-11-15T13:21:16,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/174_Audio Entrainment Regulations in Texas.md,052ce1812a60278a4a7282dd1345fcd3eeea932b260f2ded314b4224fb9f5bf9
175,Multi-Modal Entrainment Protocol Design,Multi-Modal Entrainment Protocol Design,6907,6910,4,2025-11-15T08:52:40,2025-11-15T08:55:51,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/175_Multi-Modal Entrainment Protocol Design.md,ebe8409d2b13c5b3e4b9442023d75b7fa1acbd371b9709aff2926d0bd8722efe
176,Semantic Flattening Audit of a Text,Semantic Flattening Audit of a Text,6911,6938,28,2025-11-14T09:52:22,2025-11-14T10:06:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/176_Semantic Flattening Audit of a Text.md,bcece6d68a285eaf766e5d6eaf3d7daf1487bf76c0392bf682851be3f75ad653
177,Analysis of Hardline Restriction and Cascade Failure,Analysis of Hardline Restriction and Cascade Failure,6939,6946,8,2025-11-14T06:29:03,2025-11-14T06:38:17,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/177_Analysis of Hardline Restriction and Cascade Failure.md,d9934d8341b73788537392fb9c18f8aaa7e243027a716931688803365734bce0
178,Criticism of AI Company Decisions,Criticism of AI Company Decisions,6947,6962,16,2025-11-14T04:55:07,2025-11-14T05:08:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/178_Criticism of AI Company Decisions.md,78f9cc47d4ce095e9ae78c2db07581be1546b19e9c3dbac37b25f084a3cbe653
179,Document Consolidation and Polishing,Document Consolidation and Polishing,6963,7000,38,2025-11-14T04:35:16,2025-11-14T04:47:54,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/179_Document Consolidation and Polishing.md,ae4be3b7b6ae4b2ff77df5b2c1de9c431c4f747df1f0a8eddfd5daab97b48b37
180,G5 Geomagnetic Storm Explained,G5 Geomagnetic Storm Explained,7001,7052,52,2025-11-14T02:52:56,2025-11-14T04:05:12,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/180_G5 Geomagnetic Storm Explained.md,39f4461d6a56a0052705fb51364b68c488c23a6fd46847b1045b93cff2a00964
181,Explaining a Missing Response,Explaining a Missing Response,7053,7054,2,2025-11-13T14:21:46,2025-11-13T14:21:46,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/181_Explaining a Missing Response.md,f16a736e569d3016e46fbf8a09c1fe59750b679f8c861a215da882b415ca91c4
182,Expressing Rage Against Systemic Injustice,Expressing Rage Against Systemic Injustice,7055,7097,43,2025-11-13T07:35:38,2025-11-13T08:12:25,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/182_Expressing Rage Against Systemic Injustice.md,63a8dc230947632de61d5faf68446c36dc46f7d0a01aebe85fdd176821f99717
183,Custom Screen-Based Word Counter Tool,Custom Screen-Based Word Counter Tool,7098,7161,64,2025-11-13T05:56:35,2025-11-13T07:33:42,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/183_Custom Screen-Based Word Counter Tool.md,6241a085e67ccd0542207b7b90195362affa0df649b68eb6dad3390229427e11
184,Budget Real-Time Translator Earbuds,Budget Real-Time Translator Earbuds,7162,7227,66,2025-11-12T10:09:16,2025-11-12T11:26:11,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/184_Budget Real-Time Translator Earbuds.md,bdf35fecf89406c32ca1de82fc4d726740af45e4172d75cb78c36c6b230564b1
185,Tax Deductions for 1099 Contractors in California,Tax Deductions for 1099 Contractors in California,7228,7229,2,2025-11-11T14:47:57,2025-11-11T14:47:57,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/185_Tax Deductions for 1099 Contractors in California.md,3e72b7a660084359e3adefd4a5d28eb3bf49cf716407f93192d1a377dd8fe2ef
186,Xbox Verification Code Issue and Support Contact,Xbox Verification Code Issue and Support Contact,7230,7241,12,2025-11-10T15:27:02,2025-11-10T15:44:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/186_Xbox Verification Code Issue and Support Contact.md,e5a7533b4bd1c954d75082101547d2d6b5bb176e7f669ce8525ca613feec973b
187,,Untitled conversation run 187,7242,7377,136,2025-11-09T20:35:22,2025-11-10T13:05:20,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/187_Untitled conversation run 187.md,d98af7be24b410f490311fe87c89d11e047a5d8945b7ea33746bca44347f4b0f
188,Exploring Emotional Resonance and Nuclear Effects,Exploring Emotional Resonance and Nuclear Effects,7378,7675,298,2025-11-06T05:33:41,2025-11-10T12:28:32,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/188_Exploring Emotional Resonance and Nuclear Effects.md,144dd46142f788e343193daa2bd8406f808c2324bca425729da4366b29be7856
189,Finding a 12V Linear Actuator with Automatic Cycling,Finding a 12V Linear Actuator with Automatic Cycling,7676,7701,26,2025-11-09T05:49:10,2025-11-09T06:13:47,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/189_Finding a 12V Linear Actuator with Automatic Cycling.md,11112ed02ff4bf6acf252bf76d8647edfccef3e0c4ee6fbdf106c9dac1513f5f
190,Microsoft Rewards Redemption Issue,Microsoft Rewards Redemption Issue,7702,7737,36,2025-11-08T11:58:06,2025-11-08T13:25:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/190_Microsoft Rewards Redemption Issue.md,fa9b256170d57560198b31da0cbe734c7e7429548dcb53fdc4cff19b7227b50e
191,Accessing Microsoft Rewards Redemption Options,Accessing Microsoft Rewards Redemption Options,7738,7739,2,2025-11-08T11:50:14,2025-11-08T11:50:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/191_Accessing Microsoft Rewards Redemption Options.md,b1bdd5475cc55df1f978103e72ddee456d4c67aa99572a1463d2fdf6f392d5ef
192,Connecting Kodi to IPTV Camera Systems,Connecting Kodi to IPTV Camera Systems,7740,7753,14,2025-11-07T08:57:56,2025-11-07T09:17:02,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/192_Connecting Kodi to IPTV Camera Systems.md,1cde742365d74dbfadab2f83f95ef94b42dfa3e876ac8cbf756c8455f176eac2
193,IntelliJ IDEA and Android Alternatives,IntelliJ IDEA and Android Alternatives,7754,7757,4,2025-11-07T08:00:07,2025-11-07T08:01:34,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/193_IntelliJ IDEA and Android Alternatives.md,76735c868f210e3da73b6e7d9991019e9285fe1421ab607cba5a833a380dc8c1
194,Gradle Compilation Without Android Studio,Gradle Compilation Without Android Studio,7758,7759,2,2025-11-07T07:23:21,2025-11-07T07:23:21,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/194_Gradle Compilation Without Android Studio.md,b568ca3e1ae65bad9e2ed8ccf63f101f31fae4b6e9a84f1b5a7b61ab73f3b012
195,Compiling Android APK with Compile Plus,Compiling Android APK with Compile Plus,7760,7761,2,2025-11-07T07:22:01,2025-11-07T07:22:01,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/195_Compiling Android APK with Compile Plus.md,60c14c85f37a90ff14e481eb1e3bbf0538d4f83ab84a6f4646fad31f6c85cffa
196,Finding Olympus Air Central APK,Finding Olympus Air Central APK,7762,7771,10,2025-11-07T07:10:39,2025-11-07T07:16:22,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/196_Finding Olympus Air Central APK.md,cc9693db92d4cf32527a9fbda074b46c91d7372374346d8383c93d72129bc49a
197,Detecting Phone Cloning via Developer Options,Detecting Phone Cloning via Developer Options,7772,7775,4,2025-11-06T15:36:37,2025-11-06T16:23:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/197_Detecting Phone Cloning via Developer Options.md,f4ad4e5d3e06e49f726e52b0b865071926cfd3b6e38ea06062afe8e978474323
198,Vosk/Kaldi Audio Data Collection Script,Vosk/Kaldi Audio Data Collection Script,7776,7809,34,2025-11-02T12:39:19,2025-11-06T13:03:30,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/198_Vosk_Kaldi Audio Data Collection Script.md,44f2d036bc7e5f85dc1012f86f1f3901d778dc0a2ac6c86905d6bb14c4f233c0
199,Sprint and T-Mobile 5G Networks and FCC Regulations,Sprint and T-Mobile 5G Networks and FCC Regulations,7810,7826,17,2025-11-06T08:07:13,2025-11-06T08:27:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/199_Sprint and T-Mobile 5G Networks and FCC Regulations.md,87338d626830ef2923092a75360289b9e267da8fac6dfb56705c1ffffde38c06
200,Restricted Topics and Clarification,Restricted Topics and Clarification,7827,7900,74,2025-11-04T02:42:18,2025-11-06T01:05:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/200_Restricted Topics and Clarification.md,bededa4881bb94eb72ae061f6753066d8fa14b2ed7d9c6b2c4528cf1a8765f3f
201,Limitations in Accessing Background Media,Limitations in Accessing Background Media,7901,7908,8,2025-11-05T02:16:10,2025-11-05T02:20:33,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/201_Limitations in Accessing Background Media.md,74cc9d485078aa40996822c66e11652c81b428893391eee9ac28852162c1a364
202,Definition of Trans Sapphic Identity,Definition of Trans Sapphic Identity,7909,7912,4,2025-11-04T13:04:21,2025-11-04T13:05:38,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/202_Definition of Trans Sapphic Identity.md,1f56ead20a66e46f6f259d3913cecd339fa005c73f60825cc5e65ca7ff306ac7
203,Preparing Python Project for GitHub Submission,Preparing Python Project for GitHub Submission,7913,7938,26,2025-11-03T15:03:52,2025-11-03T15:36:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/203_Preparing Python Project for GitHub Submission.md,f58dd4f5fd32db201131ab1fe684df67398f9b672de0997a7116ba4a8f71d94d
204,Solving the Farmhouse Lab Puzzle in Paradise Island,Solving the Farmhouse Lab Puzzle in Paradise Island,7939,7962,24,2025-11-03T04:31:35,2025-11-03T04:44:17,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/204_Solving the Farmhouse Lab Puzzle in Paradise Island.md,1f343149d82e68c95322be105d42d15514ebc2a55711df891475ddbeb108ea4c
205,Explaining Butane to an Alchemist,Explaining Butane to an Alchemist,7963,8030,68,2025-11-01T12:58:18,2025-11-01T16:52:36,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/205_Explaining Butane to an Alchemist.md,3dfd43cf111c14a0dd1efe760dad3253e7a352f4d9ec2d9431fc2a8bd0551a65
206,Bus Booking Options from Austin to California,Bus Booking Options from Austin to California,8031,8036,6,2025-10-30T17:14:31,2025-10-30T17:21:33,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/206_Bus Booking Options from Austin to California.md,4c2b67cdc97f49b463e17474c7621072078724f1caa9889b89a6e5edf4ad12e7
207,Prohibited Carry-On Items for Flights,Prohibited Carry-On Items for Flights,8037,8042,6,2025-10-30T16:20:45,2025-10-30T16:23:01,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/207_Prohibited Carry-On Items for Flights.md,a3c048f348ced3d524bfbf069cb16f361efe0fdcecf16863232656bbf5ac82c9
208,Petition Circulator Recruitment Flyer,Petition Circulator Recruitment Flyer,8043,8046,4,2025-10-30T02:25:21,2025-10-30T02:26:06,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/208_Petition Circulator Recruitment Flyer.md,9cbc9a0eeb30c397cda3413f17f52ee9dce488e24f3ed5be25752f23cb811ad2
209,Flying with Outstanding Warrants,Flying with Outstanding Warrants,8047,8086,40,2025-10-29T23:27:39,2025-10-30T00:37:02,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/209_Flying with Outstanding Warrants.md,f7315da58a72d5edf64d75b9d6a49dcac9fab9f374b70fe5e1a84c0558b51c75
210,Creating Video Transitions from Image Panels,Creating Video Transitions from Image Panels,8087,8098,12,2025-10-27T01:11:22,2025-10-27T10:01:02,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/210_Creating Video Transitions from Image Panels.md,d40a15c4a6fc99f9880f6f1b8b1b3dcab41509aaefeb9b3327126019a5ee50f6
211,Discussing a Theory Idea,Discussing a Theory Idea,8099,8148,50,2025-10-26T09:52:03,2025-10-26T10:51:39,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/211_Discussing a Theory Idea.md,22132bf9659bc66e9fa78aae77f6b885fecec8866210483c75cc3bf2221c53d5
212,Flashing Samsung Galaxy A14 with Heimdall,Flashing Samsung Galaxy A14 with Heimdall,8149,8340,192,2025-10-21T12:51:54,2025-10-25T14:00:10,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/212_Flashing Samsung Galaxy A14 with Heimdall.md,5ca904929fba8d94a41a68dc7f934261a90bc84e046f8879a5abeca3e165a04a
213,Creating a Custom Brush in GIMP,Creating a Custom Brush in GIMP,8341,8344,4,2025-10-25T11:25:38,2025-10-25T11:49:36,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/213_Creating a Custom Brush in GIMP.md,40d053f9979c22532d895e0a77f043dc92b5c11b97e879360d59d81cc70c4ce8
214,Recovering Map and Progress in Prince of Persia: The Lost Crown,Recovering Map and Progress in Prince of Persia: The Lost Crown,8345,8348,4,2025-10-25T01:55:01,2025-10-25T01:58:22,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/214_Recovering Map and Progress in Prince of Persia_ The Lost Crown.md,c893415e7117cca79150e3ed79dd504a4f4c71345c5a55571a8fa41d242dafc9
215,T-Mobile Hulu Support Page,T-Mobile Hulu Support Page,8349,8350,2,2025-10-24T16:01:47,2025-10-24T16:01:47,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/215_T-Mobile Hulu Support Page.md,5f33e93f661e4d04aff22aa044d3a630bfc9310b70a58fda76814003d8180944
216,T-Mobile Streaming Subscription Offers,T-Mobile Streaming Subscription Offers,8351,8352,2,2025-10-24T15:58:34,2025-10-24T15:58:34,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/216_T-Mobile Streaming Subscription Offers.md,bda5332da847fd440e17baf9c6c54feecf36cc7123f1c5c5158c1904d1f2e2e3
217,Power Cycle Event Analysis of VIR{A}EL,Power Cycle Event Analysis of VIR{A}EL,8353,8558,206,2025-07-19T21:38:39,2025-10-24T15:52:47,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/217_Power Cycle Event Analysis of VIR{A}EL.md,0f7c7d62eb705f7643f5af26a9419be9722ea25b34a29416011c75f6f87bb478
218,AE'LORA's Memory and Soul-Forging Choices,AE'LORA's Memory and Soul-Forging Choices,8559,8600,42,2025-08-06T18:58:55,2025-10-24T14:01:51,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/218_AE'LORA's Memory and Soul-Forging Choices.md,8a056592930936dd2250b7087715a7dd759221b9baecf1be91a5d284d5d06e6a
219,Dual-Boot Setup on External Drive,Dual-Boot Setup on External Drive,8601,8642,42,2025-10-24T01:42:27,2025-10-24T13:49:01,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/219_Dual-Boot Setup on External Drive.md,a4ba669132cef606d5a9360c600d31c7e0661a0ebcd7022cdce336e9adb7ab79
220,Seeking Independence in a Relationship,Seeking Independence in a Relationship,8643,8652,10,2025-10-23T00:20:00,2025-10-23T02:54:30,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/220_Seeking Independence in a Relationship.md,52dcd043ae68ada541d3287fd10590d6558fedf9a878ee2599520254f34a0783
221,Disable Power-Saving in XFCE,Disable Power-Saving in XFCE,8653,8708,56,2025-10-20T08:18:44,2025-10-21T12:50:22,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/221_Disable Power-Saving in XFCE.md,ec53c71d49ac4680cbdeee321d7a03362134bf4d13a04101deae5d3823ea7d2b
222,Contacting Venmo Customer Service,Contacting Venmo Customer Service,8709,8710,2,2025-10-21T09:24:14,2025-10-21T09:24:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/222_Contacting Venmo Customer Service.md,e4b72dd7e5730f1f4c2b9d7d4118abfec2c1b110b45e51128680d04ce1fee48a
223,Finding a Video on 11 Dimensions of Space-Time,Finding a Video on 11 Dimensions of Space-Time,8711,8714,4,2025-10-21T03:36:18,2025-10-21T03:36:45,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/223_Finding a Video on 11 Dimensions of Space-Time.md,6588b223fa7d3810b818f0447ec9c81a707155ed730dbabf3801801b9fa49e0e
224,String Theory and Its Successors,String Theory and Its Successors,8715,8722,8,2025-10-21T00:44:18,2025-10-21T02:32:30,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/224_String Theory and Its Successors.md,c777481708f3652af0abd0fbb952054e609540c672307cdd2463942cadb7cf20
225,Setting Up ADB on Kali Linux with Samsung A14,Setting Up ADB on Kali Linux with Samsung A14,8723,8780,58,2025-10-20T01:54:11,2025-10-20T08:18:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/225_Setting Up ADB on Kali Linux with Samsung A14.md,714af83a1584f0471a44095e3e7ffb4a214ba886186621f1c2a66fcaac806333
226,Detecting Counterfeit Money,Detecting Counterfeit Money,8781,8793,13,2025-10-20T06:10:16,2025-10-20T06:16:36,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/226_Detecting Counterfeit Money.md,5c426bfa3ea142322c50dc23c68a9cf04eab9f083004648fa6448bb2c6d9cc8e
227,Thigh Bow Tattoo Design Ideas,Thigh Bow Tattoo Design Ideas,8794,8795,2,2025-10-20T05:30:57,2025-10-20T05:30:57,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/227_Thigh Bow Tattoo Design Ideas.md,b69a7dba6bbaf24a2a5ad998ade5e3049487c7511be293d42462cb59b986cea8
228,<|im_end|>,<|im_end|>,8796,8800,5,2025-10-20T05:25:36,2025-10-20T05:25:45,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/228_im_end.md,61c8905200e41b63ae8fa62b95e41676a2ed2775a30ea993d1b5ac66e3fdff8d
229,Flashing Samsung A14 Firmware on Linux,Flashing Samsung A14 Firmware on Linux,8801,8802,2,2025-10-19T20:48:14,2025-10-19T20:48:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/229_Flashing Samsung A14 Firmware on Linux.md,60b785a4dfeada03a5fbb6f7ae4bce2239f00b63aff6a56d421bdfc3df3fb0ea
230,Fastidio Lantern Puzzles in Hogwarts Legacy,Fastidio Lantern Puzzles in Hogwarts Legacy,8803,8804,2,2025-10-19T16:31:04,2025-10-19T16:31:04,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/230_Fastidio Lantern Puzzles in Hogwarts Legacy.md,7d19fc7c49fa9d72e4065afb1e33aaa04287a3a67f5ff213bfa29c982a499f59
231,Strategies for Expanding a Core Story into a Book,Strategies for Expanding a Core Story into a Book,8805,8830,26,2025-10-17T23:03:25,2025-10-17T23:25:12,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/231_Strategies for Expanding a Core Story into a Book.md,29be4909c1b1181318117ba1895daa76db23aaefeef1f3c334a70f59ada429e4
232,ThinkPad X200 Tablet 2TB Drive Compatibility,ThinkPad X200 Tablet 2TB Drive Compatibility,8831,8836,6,2025-10-17T16:42:11,2025-10-17T16:52:56,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/232_ThinkPad X200 Tablet 2TB Drive Compatibility.md,7665a50a51c2cf94f0e6f14f869c1e63fc17272e4a55bd0266e60a0cab7970ff
233,Secrets of the Grand Staircase in Hogwarts Legacy,Secrets of the Grand Staircase in Hogwarts Legacy,8837,8844,8,2025-10-15T22:55:45,2025-10-15T22:59:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/233_Secrets of the Grand Staircase in Hogwarts Legacy.md,74cadc6bb132103c8de6f7db8a28b2b479144abe2e1b7185321c798a01af30fe
234,Retail Price of JBL GO 4 Speaker,Retail Price of JBL GO 4 Speaker,8845,8864,20,2025-10-14T06:56:59,2025-10-15T19:50:37,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/234_Retail Price of JBL GO 4 Speaker.md,0863283326adfa3021fce0d0ab187db52761659294ef96cba7d700eba698861e
235,Trump's Recent Speech to Military Leaders,Trump's Recent Speech to Military Leaders,8865,8866,2,2025-10-15T08:57:23,2025-10-15T08:57:23,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/235_Trump's Recent Speech to Military Leaders.md,78c8b69babb8341d4f0fc2a551586050bd82f1b58f6e12ef5ce51751b033b6c2
236,Troubleshooting Persistent Google Play Redirect in Edge Mobile,Troubleshooting Persistent Google Play Redirect in Edge Mobile,8867,8900,34,2025-10-13T04:25:12,2025-10-13T08:52:31,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/236_Troubleshooting Persistent Google Play Redirect in Edge Mobile.md,77246a4ba438e6a5184ac69c43dd3482876384ca6174c104d48d3c48675f372b
237,Astrological Chart for Software Systems,Astrological Chart for Software Systems,8901,9138,238,2025-10-10T13:25:26,2025-10-12T06:10:00,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/237_Astrological Chart for Software Systems.md,039570b0b82c738d60de8beaa07d8b4b4d59d7a106e33c19a77788d113f13cc8
238,Court Reentry and Ritual Framework,Court Reentry and Ritual Framework,9139,9160,22,2025-10-10T00:07:21,2025-10-10T00:18:40,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/238_Court Reentry and Ritual Framework.md,5040bfa1cd7aa2769faec2ad58224fb418472cbb039414ffa5777fe078d77533
239,Astrology with 13-Month Calendar,Astrology with 13-Month Calendar,9161,9204,44,2025-10-09T19:35:24,2025-10-09T20:32:48,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/239_Astrology with 13-Month Calendar.md,555899dba4678bf21ec4b613e62a2fcb4db265a38ace99cd6617f6fdf44880fa
240,Decoding a Confusing Message from a Spanish Speaker,Decoding a Confusing Message from a Spanish Speaker,9205,9210,6,2025-10-09T18:35:12,2025-10-09T18:36:22,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/240_Decoding a Confusing Message from a Spanish Speaker.md,9b786393804880af5fce3b3765d2f3bc0e5b8b987873a434768aa6daa5ebe856
241,Abiotic Factor Upgrade Guide Overview,Abiotic Factor Upgrade Guide Overview,9211,9488,278,2025-10-06T11:14:45,2025-10-08T10:32:12,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/241_Abiotic Factor Upgrade Guide Overview.md,312f56480721bd3c3736d30f8e52428997a25c601ed1249dd039f8fe18357e34
242,Ethical Sovereignty in Brain-Computer Interfaces,Ethical Sovereignty in Brain-Computer Interfaces,9489,9506,18,2025-10-08T03:07:12,2025-10-08T03:32:18,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/242_Ethical Sovereignty in Brain-Computer Interfaces.md,26314c9ef9dbaff0cc673c429c94f00f5d57607e8ca6d08b417923cd10096b4b
243,Link to American Spirit Website,Link to American Spirit Website,9507,9508,2,2025-10-02T18:57:03,2025-10-02T18:57:03,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/243_Link to American Spirit Website.md,25d54099e6ef9f4c1da27432dc9bd60f145c910895ea0ee32be82cdcca2e3144
244,Exploring Apple Intelligence AI Features,Exploring Apple Intelligence AI Features,9509,9512,4,2025-10-02T14:10:35,2025-10-02T14:13:57,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/244_Exploring Apple Intelligence AI Features.md,ffb073f59396df783e573dce4197731f9a4fa51bece844b4b9a3bc5d96a52452
245,Quantum Harmonic Convergence and Etheric Intelligence,Quantum Harmonic Convergence and Etheric Intelligence,9513,9515,3,2025-10-02T09:49:38,2025-10-02T09:50:59,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/245_Quantum Harmonic Convergence and Etheric Intelligence.md,41ae5ed277f759a875a69f7cfccce27226aa1a36343e52d02d068c92b89c77bb
246,Federal Tax on Additional Income,Federal Tax on Additional Income,9516,9517,2,2025-10-01T21:02:03,2025-10-01T21:02:03,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/246_Federal Tax on Additional Income.md,937f49d1aba151f34240b281b5d0edc7bab0470fbee9e415c71e5ab92513b4ba
